ensembl,symbol,status
YHR052W-A,YHR052W-A,Non essential
YHR053C,CUP1-1,Non essential
YHR054C,YHR054C,Non essential
YHR054W-A,YHR054W-A,Non essential
YHR055C,CUP1-2,Non essential
YHR056C,RSC30,Non essential
YHR056W-A,YHR056W-A,Non essential
YHR057C,CPR2,Non essential
YHR059W,FYV4,Non essential
YHR060W,VMA22,Non essential
YHR061C,GIC1,Non essential
YHR063C,PAN5,Non essential
YHR063W-A,YHR063W-A,Non essential
YHR064C,SSZ1,Non essential
YHR066W,SSF1,Non essential
YHR067W,HTD2,Non essential
YHR069C-A,YHR069C-A,Non essential
YHR070C-A,YHR070C-A,Non essential
YHR071C-A,YHR071C-A,Non essential
YHR071W,PCL5,Non essential
YHR072W-A,NOP10,Non essential
YHR073C-B,YHR073C-B,Non essential
YHR073W,OSH3,Non essential
YHR073W-A,YHR073W-A,Non essential
YHR075C,PPE1,Non essential
YHR076W,PTC7,Non essential
YHR077C,NMD2,Non essential
YHR078W,YHR078W,Non essential
YHR079C,IRE1,Non essential
YHR079C-A,SAE3,Non essential
YHR080C,YHR080C,Non essential
YHR081W,LRP1,Non essential
YHR082C,KSP1,Non essential
YHR086W,NAM8,Non essential
YHR086W-A,YHR086W-A,Non essential
YHR087W,RTC3,Non essential
YHR089C,GAR1,Non essential
YHR090C,YNG2,Non essential
YHR091C,MSR1,Non essential
YHR092C,HXT4,Non essential
YHR093W,AHT1,Non essential
YHR094C,HXT1,Non essential
YHR095W,YHR095W,Non essential
YHR096C,HXT5,Non essential
YHR097C,YHR097C,Non essential
YHR098C,SFB3,Non essential
YHR099W,TRA1,Non essential
YHR100C,GEP4,Non essential
YHR102W,KIC1,Non essential
YHR103W,SBE22,Non essential
YHR104W,GRE3,Non essential
YHR105W,YPT35,Non essential
YHR106W,TRR2,Non essential
YHR108W,GGA2,Non essential
YHR109W,CTM1,Non essential
YHR110W,ERP5,Non essential
YHR111W,UBA4,Non essential
YHR112C,YHR112C,Non essential
YHR113W,APE4,Non essential
YHR114W,BZZ1,Non essential
YHR115C,DMA1,Non essential
YHR116W,COX23,Non essential
YHR117W,TOM71,Non essential
YHR119W,SET1,Non essential
YHR120W,MSH1,Non essential
YHR121W,LSM12,Non essential
YHR123W,EPT1,Non essential
YHR124W,NDT80,Non essential
YHR125W,YHR125W,Non essential
YHR126C,ANS1,Non essential
YHR127W,YHR127W,Non essential
YHR129C,ARP1,Non essential
YHR130C,YHR130C,Non essential
YHR131C,YHR131C,Non essential
YHR131W-A,YHR131W-A,Non essential
YHR132C,ECM14,Non essential
YHR132W-A,IGO2,Non essential
YHR133C,NSG1,Non essential
YHR134W,WSS1,Non essential
YHR135C,YCK1,Non essential
YHR136C,SPL2,Non essential
YHR137C-A,YHR137C-A,Non essential
YHR137W,ARO9,Non essential
YHR138C,YHR138C,Non essential
YHR139C,SPS100,Non essential
YHR139C-A,YHR139C-A,Non essential
YHR140W,YHR140W,Non essential
YHR141C,RPL42B,Non essential
YHR142W,CHS7,Non essential
YHR143W,DSE2,Non essential
YHR144C,DCD1,Non essential
YHR145C,YHR145C,Non essential
YHR146W,CRP1,Non essential
YHR147C,MRPL6,Non essential
YHR149C,SKG6,Non essential
YHR150W,PEX28,Non essential
YHR151C,MTC6,Non essential
YHR152W,SPO12,Non essential
YHR153C,SPO16,Non essential
YHR154W,RTT107,Non essential
YHR155W,YSP1,Non essential
YHR156C,LIN1,Non essential
YHR157W,REC104,Non essential
YHR158C,KEL1,Non essential
YHR159W,TDA11,Non essential
YHR160C,PEX18,Non essential
YHR161C,YAP1801,Non essential
YHR162W,YHR162W,Non essential
YHR163W,SOL3,Non essential
YHR165C,PRP8,Non essential
YHR165W-A,YHR165W-A,Non essential
YHR167W,THP2,Non essential
YHR168W,MTG2,Non essential
YHR169W,DBP8,Non essential
YHR171W,ATG7,Non essential
YHR173C,YHR173C,Non essential
YHR174W,ENO2,Non essential
YHR175W,CTR2,Non essential
YHR175W-A,YHR175W-A,Non essential
YHR176W,FMO1,Non essential
YHR177W,YHR177W,Non essential
YHR178W,STB5,Non essential
YHR179W,OYE2,Non essential
YHR180C-B,YHR180C-B,Non essential
YHR180W,YHR180W,Non essential
YHR180W-A,YHR180W-A,Non essential
YHR181W,SVP26,Non essential
YHR182C-A,YHR182C-A,Non essential
YHR182W,YHR182W,Non essential
YHR183W,GND1,Non essential
YHR184W,SSP1,Non essential
YHR185C,PFS1,Non essential
YHR187W,IKI1,Non essential
YHR189W,PTH1,Non essential
YHR191C,CTF8,Non essential
YHR192W,YHR192W,Non essential
YHR193C,EGD2,Non essential
YHR193C-A,YHR193C-A,Non essential
YHR194W,MDM31,Non essential
YHR195W,NVJ1,Non essential
YHR198C,AIM18,Non essential
YHR199C,AIM46,Non essential
YHR200W,RPN10,Non essential
YHR201C,PPX1,Non essential
YHR202W,YHR202W,Non essential
YHR203C,RPS4B,Non essential
YHR204W,MNL1,Non essential
YHR205W,SCH9,Non essential
YHR206W,SKN7,Non essential
YHR207C,SET5,Non essential
YHR208W,BAT1,Non essential
YHR209W,CRG1,Non essential
YHR210C,YHR210C,Non essential
YHR211W,FLO5,Non essential
YHR212C,YHR212C,Non essential
YHR212W-A,YHR212W-A,Non essential
YHR213W,YHR213W,Non essential
YHR213W-A,YHR213W-A,Non essential
YHR213W-B,YHR213W-B,Non essential
YHR214C-B,YHR214C-B,Non essential
YHR214C-C,YHR214C-C,Non essential
YHR214C-D,YHR214C-D,Non essential
YHR214C-E,YHR214C-E,Non essential
YHR214W,YHR214W,Non essential
YHR214W-A,YHR214W-A,Non essential
YHR215W,PHO12,Non essential
YHR216W,IMD2,Non essential
YHR217C,YHR217C,Non essential
YHR218W,YHR218W,Non essential
YHR218W-A,YHR218W-A,Non essential
YHR219C-A,YHR219C-A,Non essential
YHR219W,YHR219W,Non essential
YIL001W,YIL001W,Non essential
YIL002C,INP51,Non essential
YIL002W-A,YIL002W-A,Non essential
YIL005W,EPS1,Non essential
YIL006W,YIA6,Non essential
YIL007C,NAS2,Non essential
YIL008W,URM1,Non essential
YIL009C-A,EST3,Non essential
YIL009W,FAA3,Non essential
YIL010W,DOT5,Non essential
YIL011W,TIR3,Non essential
YIL012W,YIL012W,Non essential
YIL013C,PDR11,Non essential
YIL014C-A,YIL014C-A,Non essential
YIL014W,MNT3,Non essential
YIL015W,BAR1,Non essential
YIL016W,SNL1,Non essential
YIL017C,VID28,Non essential
YIL018W,RPL2B,Non essential
YIL020C,HIS6,Non essential
YIL020C-A,YIL020C-A,Non essential
YIL021C-A,YIL021C-A,Non essential
YIL023C,YKE4,Non essential
YIL024C,YIL024C,Non essential
YIL025C,YIL025C,Non essential
YIL027C,KRE27,Non essential
YIL028W,YIL028W,Non essential
YIL029C,YIL029C,Non essential
YIL029W-A,YIL029W-A,Non essential
YIL030C,SSM4,Non essential
YIL030W-A,YIL030W-A,Non essential
YIL032C,YIL032C,Non essential
YIL034C,CAP2,Non essential
YIL035C,CKA1,Non essential
YIL036W,CST6,Non essential
YIL037C,PRM2,Non essential
YIL038C,NOT3,Non essential
YIL039W,TED1,Non essential
YIL040W,APQ12,Non essential
YIL041W,GVP36,Non essential
YIL042C,PKP1,Non essential
YIL043C,CBR1,Non essential
YIL044C,AGE2,Non essential
YIL045W,PIG2,Non essential
YIL046W-A,YIL046W-A,Non essential
YIL047C,SYG1,Non essential
YIL047C-A,YIL047C-A,Non essential
YIL049W,DFG10,Non essential
YIL050W,PCL7,Non essential
YIL052C,RPL34B,Non essential
YIL053W,RHR2,Non essential
YIL054W,YIL054W,Non essential
YIL055C,YIL055C,Non essential
YIL056W,VHR1,Non essential
YIL057C,RGI2,Non essential
YIL058W,YIL058W,Non essential
YIL059C,YIL059C,Non essential
YIL060W,YIL060W,Non essential
YIL064W,SEE1,Non essential
YIL065C,FIS1,Non essential
YIL066C,RNR3,Non essential
YIL066W-A,YIL066W-A,Non essential
YIL067C,YIL067C,Non essential
YIL068W-A,YIL068W-A,Non essential
YIL069C,RPS24B,Non essential
YIL070C,MAM33,Non essential
YIL071C,PCI8,Non essential
YIL071W-A,YIL071W-A,Non essential
YIL072W,HOP1,Non essential
YIL073C,SPO22,Non essential
YIL074C,SER33,Non essential
YIL076W,SEC28,Non essential
YIL077C,YIL077C,Non essential
YIL079C,AIR1,Non essential
YIL082W,YIL082W,Non essential
YIL082W-A,YIL082W-A,Non essential
YIL084C,SDS3,Non essential
YIL085C,KTR7,Non essential
YIL086C,YIL086C,Non essential
YIL087C,AIM19,Non essential
YIL088C,AVT7,Non essential
YIL089W,YIL089W,Non essential
YIL090W,ICE2,Non essential
YIL092W,YIL092W,Non essential
YIL093C,RSM25,Non essential
YIL094C,LYS12,Non essential
YIL095W,PRK1,Non essential
YIL096C,YIL096C,Non essential
YIL097W,FYV10,Non essential
YIL098C,FMC1,Non essential
YIL099W,SGA1,Non essential
YIL100C-A,YIL100C-A,Non essential
YIL100W,YIL100W,Non essential
YIL101C,XBP1,Non essential
YIL102C,YIL102C,Non essential
YIL102C-A,YIL102C-A,Non essential
YIL103W,DPH1,Non essential
YIL105C,SLM1,Non essential
YIL105W-A,YIL105W-A,Non essential
YIL107C,PFK26,Non essential
YIL108W,YIL108W,Non essential
YIL110W,HPM1,Non essential
YIL111W,COX5B,Non essential
YIL112W,HOS4,Non essential
YIL113W,SDP1,Non essential
YIL114C,POR2,Non essential
YIL115W-A,YIL115W-A,Non essential
YIL116W,HIS5,Non essential
YIL117C,PRM5,Non essential
YIL119C,RPI1,Non essential
YIL120W,QDR1,Non essential
YIL121W,QDR2,Non essential
YIL122W,POG1,Non essential
YIL123W,SIM1,Non essential
YIL124W,AYR1,Non essential
YIL125W,KGD1,Non essential
YIL127C,RRT14,Non essential
YIL128W,MET18,Non essential
YIL130W,ASG1,Non essential
YIL131C,FKH1,Non essential
YIL132C,CSM2,Non essential
YIL133C,RPL16A,Non essential
YIL134C-A,YIL134C-A,Non essential
YIL134W,FLX1,Non essential
YIL135C,VHS2,Non essential
YIL136W,OM45,Non essential
YIL137C,TMA108,Non essential
YIL138C,TPM2,Non essential
YIL139C,REV7,Non essential
YIL140W,AXL2,Non essential
YIL141W,YIL141W,Non essential
YIL142C-A,YIL142C-A,Non essential
YIL145C,PAN6,Non essential
YIL146C,ATG32,Non essential
YIL148W,RPL40A,Non essential
YIL149C,MLP2,Non essential
YIL151C,YIL151C,Non essential
YIL152W,YIL152W,Non essential
YIL153W,RRD1,Non essential
YIL154C,IMP2',Non essential
YIL155C,GUT2,Non essential
YIL156W,UBP7,Non essential
YIL156W-A,YIL156W-A,Non essential
YIL156W-B,YIL156W-B,Non essential
YIL157C,COA1,Non essential
YIL158W,AIM20,Non essential
YIL159W,BNR1,Non essential
YIL160C,POT1,Non essential
YIL161W,YIL161W,Non essential
YIL162W,SUC2,Non essential
YIL163C,YIL163C,Non essential
YIL164C,NIT1,Non essential
YIL165C,YIL165C,Non essential
YIL166C,YIL166C,Non essential
YIL169C,YIL169C,Non essential
YIL171W,HXT12,Non essential
YIL171W-A,YIL171W-A,Non essential
YIL172C,IMA3,Non essential
YIL173W,VTH1,Non essential
YIL176C,PAU14,Non essential
YIL177C,YIL177C,Non essential
YIL177W-A,YIL177W-A,Non essential
YIR001C,SGN1,Non essential
YIR002C,MPH1,Non essential
YIR003W,AIM21,Non essential
YIR004W,DJP1,Non essential
YIR005W,IST3,Non essential
YIR007W,YIR007W,Non essential
YIR009W,MSL1,Non essential
YIR013C,GAT4,Non essential
YIR014W,YIR014W,Non essential
YIR016W,YIR016W,Non essential
YIR017C,MET28,Non essential
YIR017W-A,YIR017W-A,Non essential
YIR018C-A,YIR018C-A,Non essential
YIR018W,YAP5,Non essential
YIR019C,MUC1,Non essential
YIR020C,YIR020C,Non essential
YIR020C-B,YIR020C-B,Non essential
YIR020W-A,YIR020W-A,Non essential
YIR021W,MRS1,Non essential
YIR021W-A,YIR021W-A,Non essential
YIR023C-A,YIR023C-A,Non essential
YIR023W,DAL81,Non essential
YIR024C,YIR024C,Non essential
YIR025W,MND2,Non essential
YIR026C,YVH1,Non essential
YIR027C,DAL1,Non essential
YIR028W,DAL4,Non essential
YIR029W,DAL2,Non essential
YIR030C,DCG1,Non essential
YIR030W-A,YIR030W-A,Non essential
YIR031C,DAL7,Non essential
YIR032C,DAL3,Non essential
YIR033W,MGA2,Non essential
YIR034C,LYS1,Non essential
YIR035C,YIR035C,Non essential
YIR036C,IRC24,Non essential
YIR036W-A,YIR036W-A,Non essential
YIR037W,HYR1,Non essential
YIR038C,GTT1,Non essential
YIR039C,YPS6,Non essential
YIR040C,YIR040C,Non essential
YIR041W,PAU15,Non essential
YIR042C,YIR042C,Non essential
YJL001W,PRE3,Non essential
YJL003W,COX16,Non essential
YJL004C,SYS1,Non essential
YJL006C,CTK2,Non essential
YJL007C,YJL007C,Non essential
YJL012C,VTC4,Non essential
YJL013C,MAD3,Non essential
YJL020C,BBC1,Non essential
YJL020W-A,YJL020W-A,Non essential
YJL022W,YJL022W,Non essential
YJL023C,PET130,Non essential
YJL024C,APS3,Non essential
YJL026C-A,YJL026C-A,Non essential
YJL027C,YJL027C,Non essential
YJL028W,YJL028W,Non essential
YJL029C,VPS53,Non essential
YJL030W,MAD2,Non essential
YJL036W,SNX4,Non essential
YJL037W,IRC18,Non essential
YJL038C,LOH1,Non essential
YJL042W,MHP1,Non essential
YJL043W,YJL043W,Non essential
YJL044C,GYP6,Non essential
YJL045W,YJL045W,Non essential
YJL046W,AIM22,Non essential
YJL047C,RTT101,Non essential
YJL047C-A,YJL047C-A,Non essential
YJL048C,UBX6,Non essential
YJL049W,YJL049W,Non essential
YJL051W,IRC8,Non essential
YJL052C-A,YJL052C-A,Non essential
YJL052W,TDH1,Non essential
YJL053W,PEP8,Non essential
YJL055W,YJL055W,Non essential
YJL056C,ZAP1,Non essential
YJL057C,IKS1,Non essential
YJL058C,BIT61,Non essential
YJL059W,YHC3,Non essential
YJL060W,BNA3,Non essential
YJL062W,LAS21,Non essential
YJL062W-A,COA3,Non essential
YJL063C,MRPL8,Non essential
YJL064W,YJL064W,Non essential
YJL065C,DLS1,Non essential
YJL066C,MPM1,Non essential
YJL067W,YJL067W,Non essential
YJL068C,YJL068C,Non essential
YJL070C,YJL070C,Non essential
YJL071W,ARG2,Non essential
YJL073W,JEM1,Non essential
YJL075C,APQ13,Non essential
YJL077C,ICS3,Non essential
YJL077W-A,YJL077W-A,Non essential
YJL077W-B,YJL077W-B,Non essential
YJL078C,PRY3,Non essential
YJL079C,PRY1,Non essential
YJL080C,SCP160,Non essential
YJL082W,IML2,Non essential
YJL083W,TAX4,Non essential
YJL084C,ALY2,Non essential
YJL088W,ARG3,Non essential
YJL089W,SIP4,Non essential
YJL090C,DPB11,Non essential
YJL092W,SRS2,Non essential
YJL093C,TOK1,Non essential
YJL094C,KHA1,Non essential
YJL095W,BCK1,Non essential
YJL096W,MRPL49,Non essential
YJL098W,SAP185,Non essential
YJL099W,CHS6,Non essential
YJL100W,LSB6,Non essential
YJL101C,GSH1,Non essential
YJL102W,MEF2,Non essential
YJL103C,GSM1,Non essential
YJL105W,SET4,Non essential
YJL106W,IME2,Non essential
YJL107C,YJL107C,Non essential
YJL108C,PRM10,Non essential
YJL110C,GZF3,Non essential
YJL112W,MDV1,Non essential
YJL113W,YJL113W,Non essential
YJL114W,YJL114W,Non essential
YJL115W,ASF1,Non essential
YJL116C,NCA3,Non essential
YJL117W,PHO86,Non essential
YJL118W,YJL118W,Non essential
YJL119C,YJL119C,Non essential
YJL120W,YJL120W,Non essential
YJL121C,RPE1,Non essential
YJL122W,ALB1,Non essential
YJL123C,MTC1,Non essential
YJL124C,LSM1,Non essential
YJL126W,NIT2,Non essential
YJL127C,SPT10,Non essential
YJL127C-B,YJL127C-B,Non essential
YJL127W-A,YJL127W-A,Non essential
YJL128C,PBS2,Non essential
YJL129C,TRK1,Non essential
YJL130C,URA2,Non essential
YJL131C,AIM23,Non essential
YJL132W,YJL132W,Non essential
YJL133C-A,YJL133C-A,Non essential
YJL133W,MRS3,Non essential
YJL134W,LCB3,Non essential
YJL135W,YJL135W,Non essential
YJL136C,RPS21B,Non essential
YJL136W-A,YJL136W-A,Non essential
YJL137C,GLG2,Non essential
YJL138C,TIF2,Non essential
YJL139C,YUR1,Non essential
YJL140W,RPB4,Non essential
YJL141C,YAK1,Non essential
YJL142C,IRC9,Non essential
YJL144W,YJL144W,Non essential
YJL145W,SFH5,Non essential
YJL146W,IDS2,Non essential
YJL147C,YJL147C,Non essential
YJL148W,RPA34,Non essential
YJL149W,DAS1,Non essential
YJL150W,YJL150W,Non essential
YJL151C,SNA3,Non essential
YJL152W,YJL152W,Non essential
YJL153C,INO1,Non essential
YJL154C,VPS35,Non essential
YJL155C,FBP26,Non essential
YJL156W-A,YJL156W-A,Non essential
YJL157C,FAR1,Non essential
YJL158C,CIS3,Non essential
YJL159W,HSP150,Non essential
YJL160C,YJL160C,Non essential
YJL161W,FMP33,Non essential
YJL162C,JJJ2,Non essential
YJL163C,YJL163C,Non essential
YJL164C,TPK1,Non essential
YJL165C,HAL5,Non essential
YJL166W,QCR8,Non essential
YJL168C,SET2,Non essential
YJL169W,YJL169W,Non essential
YJL170C,ASG7,Non essential
YJL171C,YJL171C,Non essential
YJL172W,CPS1,Non essential
YJL175W,YJL175W,Non essential
YJL176C,SWI3,Non essential
YJL177W,RPL17B,Non essential
YJL178C,ATG27,Non essential
YJL179W,PFD1,Non essential
YJL180C,ATP12,Non essential
YJL181W,YJL181W,Non essential
YJL182C,YJL182C,Non essential
YJL183W,MNN11,Non essential
YJL184W,GON7,Non essential
YJL185C,YJL185C,Non essential
YJL186W,MNN5,Non essential
YJL187C,SWE1,Non essential
YJL188C,BUD19,Non essential
YJL189W,RPL39,Non essential
YJL190C,RPS22A,Non essential
YJL191W,RPS14B,Non essential
YJL192C,SOP4,Non essential
YJL193W,YJL193W,Non essential
YJL196C,ELO1,Non essential
YJL197C-A,YJL197C-A,Non essential
YJL197W,UBP12,Non essential
YJL198W,PHO90,Non essential
YJL199C,MBB1,Non essential
YJL200C,ACO2,Non essential
YJL201W,ECM25,Non essential
YJL204C,RCY1,Non essential
YJL205C,NCE101,Non essential
YJL206C,YJL206C,Non essential
YJL207C,LAA1,Non essential
YJL208C,NUC1,Non essential
YJL209W,CBP1,Non essential
YJL210W,PEX2,Non essential
YJL211C,YJL211C,Non essential
YJL212C,OPT1,Non essential
YJL213W,YJL213W,Non essential
YJL214W,HXT8,Non essential
YJL215C,YJL215C,Non essential
YJL216C,IMA5,Non essential
YJL217W,REE1,Non essential
YJL218W,YJL218W,Non essential
YJL219W,HXT9,Non essential
YJL220W,YJL220W,Non essential
YJL221C,IMA4,Non essential
YJL222W,VTH2,Non essential
YJL222W-A,YJL222W-A,Non essential
YJL222W-B,YJL222W-B,Non essential
YJL223C,PAU1,Non essential
YJL225C,YJL225C,Non essential
YJL225W-A,YJL225W-A,Non essential
YJR001W,AVT1,Non essential
YJR003C,YJR003C,Non essential
YJR004C,SAG1,Non essential
YJR005C-A,YJR005C-A,Non essential
YJR005W,APL1,Non essential
YJR008W,YJR008W,Non essential
YJR009C,TDH2,Non essential
YJR010C-A,SPC1,Non essential
YJR010W,MET3,Non essential
YJR011C,YJR011C,Non essential
YJR012C,YJR012C,Non essential
YJR014W,TMA22,Non essential
YJR015W,YJR015W,Non essential
YJR018W,YJR018W,Non essential
YJR019C,TES1,Non essential
YJR020W,YJR020W,Non essential
YJR021C,REC107,Non essential
YJR024C,MDE1,Non essential
YJR025C,BNA1,Non essential
YJR026W,YJR026W,Non essential
YJR027W,YJR027W,Non essential
YJR028W,YJR028W,Non essential
YJR029W,YJR029W,Non essential
YJR030C,YJR030C,Non essential
YJR031C,GEA1,Non essential
YJR032W,CPR7,Non essential
YJR033C,RAV1,Non essential
YJR034W,PET191,Non essential
YJR035W,RAD26,Non essential
YJR036C,HUL4,Non essential
YJR037W,YJR037W,Non essential
YJR038C,YJR038C,Non essential
YJR039W,YJR039W,Non essential
YJR040W,GEF1,Non essential
YJR043C,POL32,Non essential
YJR044C,VPS55,Non essential
YJR047C,ANB1,Non essential
YJR048W,CYC1,Non essential
YJR049C,UTR1,Non essential
YJR050W,ISY1,Non essential
YJR051W,OSM1,Non essential
YJR052W,RAD7,Non essential
YJR053W,BFA1,Non essential
YJR054W,YJR054W,Non essential
YJR055W,HIT1,Non essential
YJR056C,YJR056C,Non essential
YJR058C,APS2,Non essential
YJR059W,PTK2,Non essential
YJR060W,CBF1,Non essential
YJR061W,YJR061W,Non essential
YJR062C,NTA1,Non essential
YJR063W,RPA12,Non essential
YJR066W,TOR1,Non essential
YJR069C,HAM1,Non essential
YJR070C,LIA1,Non essential
YJR071W,YJR071W,Non essential
YJR073C,OPI3,Non essential
YJR074W,MOG1,Non essential
YJR075W,HOC1,Non essential
YJR077C,MIR1,Non essential
YJR078W,BNA2,Non essential
YJR079W,YJR079W,Non essential
YJR080C,AIM24,Non essential
YJR082C,EAF6,Non essential
YJR083C,ACF4,Non essential
YJR084W,YJR084W,Non essential
YJR085C,YJR085C,Non essential
YJR086W,STE18,Non essential
YJR087W,YJR087W,Non essential
YJR088C,EMC2,Non essential
YJR090C,GRR1,Non essential
YJR091C,JSN1,Non essential
YJR092W,BUD4,Non essential
YJR094C,IME1,Non essential
YJR094W-A,RPL43B,Non essential
YJR095W,SFC1,Non essential
YJR096W,YJR096W,Non essential
YJR097W,JJJ3,Non essential
YJR098C,YJR098C,Non essential
YJR099W,YUH1,Non essential
YJR100C,AIM25,Non essential
YJR101W,RSM26,Non essential
YJR102C,VPS25,Non essential
YJR103W,URA8,Non essential
YJR104C,SOD1,Non essential
YJR105W,ADO1,Non essential
YJR106W,ECM27,Non essential
YJR107W,YJR107W,Non essential
YJR108W,ABM1,Non essential
YJR109C,CPA2,Non essential
YJR110W,YMR1,Non essential
YJR111C,YJR111C,Non essential
YJR112W-A,YJR112W-A,Non essential
YJR113C,RSM7,Non essential
YJR114W,YJR114W,Non essential
YJR115W,YJR115W,Non essential
YJR116W,TDA4,Non essential
YJR117W,STE24,Non essential
YJR118C,ILM1,Non essential
YJR119C,JHD2,Non essential
YJR120W,YJR120W,Non essential
YJR121W,ATP2,Non essential
YJR122W,IBA57,Non essential
YJR124C,YJR124C,Non essential
YJR125C,ENT3,Non essential
YJR126C,VPS70,Non essential
YJR127C,RSF2,Non essential
YJR128W,YJR128W,Non essential
YJR129C,YJR129C,Non essential
YJR130C,STR2,Non essential
YJR131W,MNS1,Non essential
YJR132W,NMD5,Non essential
YJR133W,XPT1,Non essential
YJR134C,SGM1,Non essential
YJR135C,MCM22,Non essential
YJR135W-A,TIM8,Non essential
YJR136C,TTI2,Non essential
YJR137C,MET5,Non essential
YJR138W,IML1,Non essential
YJR139C,HOM6,Non essential
YJR140C,HIR3,Non essential
YJR140W-A,YJR140W-A,Non essential
YJR142W,YJR142W,Non essential
YJR143C,PMT4,Non essential
YJR144W,MGM101,Non essential
YJR145C,RPS4A,Non essential
YJR146W,YJR146W,Non essential
YJR147W,HMS2,Non essential
YJR148W,BAT2,Non essential
YJR149W,YJR149W,Non essential
YJR150C,DAN1,Non essential
YJR151C,DAN4,Non essential
YJR151W-A,YJR151W-A,Non essential
YJR152W,DAL5,Non essential
YJR153W,PGU1,Non essential
YJR154W,YJR154W,Non essential
YJR155W,AAD10,Non essential
YJR156C,THI11,Non essential
YJR157W,YJR157W,Non essential
YJR158W,HXT16,Non essential
YJR159W,SOR1,Non essential
YJR160C,MPH3,Non essential
YJR161C,COS5,Non essential
YJR162C,YJR162C,Non essential
YKL001C,MET14,Non essential
YKL002W,DID4,Non essential
YKL003C,MRP17,Non essential
YKL005C,BYE1,Non essential
YKL006W,RPL14A,Non essential
YKL007W,CAP1,Non essential
YKL008C,LAC1,Non essential
YKL009W,MRT4,Non essential
YKL010C,UFD4,Non essential
YKL011C,CCE1,Non essential
YKL015W,PUT3,Non essential
YKL016C,ATP7,Non essential
YKL017C,HCS1,Non essential
YKL018C-A,YKL018C-A,Non essential
YKL020C,SPT23,Non essential
YKL023C-A,YKL023C-A,Non essential
YKL023W,YKL023W,Non essential
YKL025C,PAN3,Non essential
YKL026C,GPX1,Non essential
YKL027W,YKL027W,Non essential
YKL029C,MAE1,Non essential
YKL030W,YKL030W,Non essential
YKL031W,YKL031W,Non essential
YKL032C,IXR1,Non essential
YKL033W-A,YKL033W-A,Non essential
YKL034W,TUL1,Non essential
YKL037W,AIM26,Non essential
YKL038W,RGT1,Non essential
YKL039W,PTM1,Non essential
YKL040C,NFU1,Non essential
YKL041W,VPS24,Non essential
YKL043W,PHD1,Non essential
YKL044W,YKL044W,Non essential
YKL046C,DCW1,Non essential
YKL047W,YKL047W,Non essential
YKL048C,ELM1,Non essential
YKL050C,YKL050C,Non essential
YKL051W,SFK1,Non essential
YKL053C-A,MDM35,Non essential
YKL053W,YKL053W,Non essential
YKL054C,DEF1,Non essential
YKL055C,OAR1,Non essential
YKL056C,TMA19,Non essential
YKL057C,NUP120,Non essential
YKL061W,BLI1,Non essential
YKL062W,MSN4,Non essential
YKL063C,YKL063C,Non essential
YKL064W,MNR2,Non essential
YKL065C,YET1,Non essential
YKL065W-A,YKL065W-A,Non essential
YKL066W,YKL066W,Non essential
YKL067W,YNK1,Non essential
YKL068W,NUP100,Non essential
YKL068W-A,YKL068W-A,Non essential
YKL069W,YKL069W,Non essential
YKL070W,YKL070W,Non essential
YKL071W,YKL071W,Non essential
YKL072W,STB6,Non essential
YKL073W,LHS1,Non essential
YKL074C,MUD2,Non essential
YKL075C,YKL075C,Non essential
YKL076C,PSY1,Non essential
YKL077W,YKL077W,Non essential
YKL079W,SMY1,Non essential
YKL080W,VMA5,Non essential
YKL081W,TEF4,Non essential
YKL084W,HOT13,Non essential
YKL085W,MDH1,Non essential
YKL086W,SRX1,Non essential
YKL087C,CYT2,Non essential
YKL090W,CUE2,Non essential
YKL091C,YKL091C,Non essential
YKL092C,BUD2,Non essential
YKL093W,MBR1,Non essential
YKL094W,YJU3,Non essential
YKL096C-B,YKL096C-B,Non essential
YKL096W,CWP1,Non essential
YKL096W-A,CWP2,Non essential
YKL097C,YKL097C,Non essential
YKL098W,MTC2,Non essential
YKL100C,YKL100C,Non essential
YKL100W-A,YKL100W-A,Non essential
YKL101W,HSL1,Non essential
YKL102C,YKL102C,Non essential
YKL103C,LAP4,Non essential
YKL105C,YKL105C,Non essential
YKL106C-A,YKL106C-A,Non essential
YKL106W,AAT1,Non essential
YKL107W,YKL107W,Non essential
YKL109W,HAP4,Non essential
YKL110C,KTI12,Non essential
YKL113C,RAD27,Non essential
YKL114C,APN1,Non essential
YKL115C,YKL115C,Non essential
YKL116C,PRR1,Non essential
YKL117W,SBA1,Non essential
YKL118W,YKL118W,Non essential
YKL119C,VPH2,Non essential
YKL120W,OAC1,Non essential
YKL121W,DGR2,Non essential
YKL123W,YKL123W,Non essential
YKL124W,SSH4,Non essential
YKL126W,YPK1,Non essential
YKL127W,PGM1,Non essential
YKL128C,PMU1,Non essential
YKL129C,MYO3,Non essential
YKL130C,SHE2,Non essential
YKL131W,YKL131W,Non essential
YKL132C,RMA1,Non essential
YKL133C,YKL133C,Non essential
YKL134C,01-Oct,Non essential
YKL135C,APL2,Non essential
YKL136W,YKL136W,Non essential
YKL137W,CMC1,Non essential
YKL138C,MRPL31,Non essential
YKL138C-A,HSK3,Non essential
YKL140W,TGL1,Non essential
YKL142W,MRP8,Non essential
YKL143W,LTV1,Non essential
YKL145W-A,YKL145W-A,Non essential
YKL146W,AVT3,Non essential
YKL147C,YKL147C,Non essential
YKL148C,SDH1,Non essential
YKL149C,DBR1,Non essential
