ensembl,symbol,status
YNR043W,MVD1,Essential
YNR046W,TRM112,Essential
YNR053C,NOG2,Essential
YNR054C,ESF2,Essential
YOL005C,RPB11,Essential
YOL010W,RCL1,Essential
YOL021C,DIS3,Essential
YOL022C,TSR4,Essential
YOL026C,MIM1,Essential
YOL034W,SMC5,Essential
YOL038W,PRE6,Essential
YOL040C,RPS15,Essential
YOL066C,RIB2,Essential
YOL069W,NUF2,Essential
YOL077C,BRX1,Essential
YOL078W,AVO1,Essential
YOL094C,RFC4,Essential
YOL097C,WRS1,Essential
YOL102C,TPT1,Essential
YOL120C,RPL18A,Essential
YOL123W,HRP1,Essential
YOL127W,RPL25,Essential
YOL130W,ALR1,Essential
YOL133W,HRT1,Essential
YOL134C,YOL134C,Essential
YOL135C,MED7,Essential
YOL139C,CDC33,Essential
YOL142W,RRP40,Essential
YOL144W,NOP8,Essential
YOL146W,PSF3,Essential
YOL149W,DCP1,Essential
YOR004W,UTP23,Essential
YOR020C,HSP10,Essential
YOR046C,DBP5,Essential
YOR048C,RAT1,Essential
YOR056C,NOB1,Essential
YOR057W,SGT1,Essential
YOR060C,SLD7,Essential
YOR063W,RPL3,Essential
YOR074C,CDC21,Essential
YOR075W,UFE1,Essential
YOR077W,RTS2,Essential
YOR095C,RKI1,Essential
YOR098C,NUP1,Essential
YOR102W,YOR102W,Essential
YOR103C,OST2,Essential
YOR110W,TFC7,Essential
YOR116C,RPO31,Essential
YOR117W,RPT5,Essential
YOR119C,RIO1,Essential
YOR122C,PFY1,Essential
YOR143C,THI80,Essential
YOR145C,PNO1,Essential
YOR146W,YOR146W,Essential
YOR148C,SPP2,Essential
YOR149C,SMP3,Essential
YOR151C,RPB2,Essential
YOR157C,PUP1,Essential
YOR159C,SME1,Essential
YOR168W,GLN4,Essential
YOR169C,YOR169C,Essential
YOR174W,MED4,Essential
YOR176W,HEM15,Essential
YOR181W,LAS17,Essential
YOR194C,TOA1,Essential
YOR203W,YOR203W,Essential
YOR204W,DED1,Essential
YOR206W,NOC2,Essential
YOR207C,RET1,Essential
YOR217W,RFC1,Essential
YOR218C,YOR218C,Essential
YOR232W,MGE1,Essential
YOR236W,DFR1,Essential
YOR244W,ESA1,Essential
YOR249C,APC5,Essential
YOR250C,CLP1,Essential
YOR254C,SEC63,Essential
YOR256C,TRE2,Essential
YOR257W,CDC31,Essential
YOR259C,RPT4,Essential
YOR261C,RPN8,Essential
YOR262W,YOR262W,Essential
YOR272W,YTM1,Essential
YOR281C,PLP2,Essential
YOR282W,YOR282W,Essential
YOR287C,RRP36,Essential
YOR294W,RRS1,Essential
YOR310C,NOP58,Essential
YOR326W,MYO2,Essential
YOR329C,SCD5,Essential
YOR335C,ALA1,Essential
YOR336W,KRE5,Essential
YOR341W,RPA190,Essential
YOR353C,SOG2,Essential
YOR361C,PRT1,Essential
YOR362C,PRE10,Essential
YOR370C,MRS6,Essential
YOR372C,NDD1,Essential
YOR373W,NUD1,Essential
YPL007C,TFC8,Essential
YPL010W,RET3,Essential
YPL011C,TAF3,Essential
YPL012W,RRP12,Essential
YPL016W,SWI1,Essential
YPL020C,ULP1,Essential
YPL028W,ERG10,Essential
YPL043W,NOP4,Essential
YPL044C,YPL044C,Essential
YPL063W,TIM50,Essential
YPL075W,GCR1,Essential
YPL076W,GPI2,Essential
YPL082C,MOT1,Essential
YPL083C,SEN54,Essential
YPL085W,SEC16,Essential
YPL093W,NOG1,Essential
YPL094C,SEC62,Essential
YPL117C,IDI1,Essential
YPL122C,TFB2,Essential
YPL124W,SPC29,Essential
YPL126W,NAN1,Essential
YPL128C,TBF1,Essential
YPL131W,RPL5,Essential
YPL142C,YPL142C,Essential
YPL143W,RPL33A,Essential
YPL146C,NOP53,Essential
YPL151C,PRP46,Essential
YPL153C,RAD53,Essential
YPL160W,CDC60,Essential
YPL169C,MEX67,Essential
YPL175W,SPT14,Essential
YPL190C,NAB3,Essential
YPL204W,HRR25,Essential
YPL209C,IPL1,Essential
YPL210C,SRP72,Essential
YPL211W,NIP7,Essential
YPL218W,SAR1,Essential
YPL228W,CET1,Essential
YPL231W,FAS2,Essential
YPL233W,NSL1,Essential
YPL235W,RVB2,Essential
YPL237W,SUI3,Essential
YPL238C,YPL238C,Essential
YPL242C,IQG1,Essential
YPL243W,SRP68,Essential
YPL251W,YPL251W,Essential
YPL252C,YAH1,Essential
YPL255W,BBP1,Essential
YPL266W,DIM1,Essential
YPR010C,RPA135,Essential
YPR016C,TIF6,Essential
YPR019W,MCM4,Essential
YPR025C,CCL1,Essential
YPR033C,HTS1,Essential
YPR034W,ARP7,Essential
YPR035W,GLN1,Essential
YPR041W,TIF5,Essential
YPR048W,TAH18,Essential
YPR055W,SEC8,Essential
YPR056W,TFB4,Essential
YPR082C,DIB1,Essential
YPR085C,ASA1,Essential
YPR088C,SRP54,Essential
YPR094W,RDS3,Essential
YPR103W,PRE2,Essential
YPR105C,COG4,Essential
YPR107C,YTH1,Essential
YPR110C,RPC40,Essential
YPR112C,MRD1,Essential
YPR113W,PIS1,Essential
YPR133C,SPN1,Essential
YPR136C,YPR136C,Essential
YPR137W,RRP9,Essential
YPR142C,YPR142C,Essential
YPR143W,RRP15,Essential
YPR144C,NOC4,Essential
YPR161C,SGV1,Essential
YPR162C,ORC4,Essential
YPR165W,RHO1,Essential
YPR168W,NUT2,Essential
YPR169W,JIP5,Essential
YPR175W,DPB2,Essential
YPR176C,BET2,Essential
YPR177C,YPR177C,Essential
YPR178W,PRP4,Essential
YPR180W,AOS1,Essential
YPR181C,SEC23,Essential
YPR182W,SMX3,Essential
YPR183W,DPM1,Essential
YPR186C,PZF1,Essential
YPR187W,RPO26,Essential
YPR190C,RPC82,Essential
YAL002W,VPS8,Non essential
YAL004W,YAL004W,Non essential
YAL005C,SSA1,Non essential
YAL007C,ERP2,Non essential
YAL008W,FUN14,Non essential
YAL009W,SPO7,Non essential
YAL010C,MDM10,Non essential
YAL011W,SWC3,Non essential
YAL012W,CYS3,Non essential
YAL013W,DEP1,Non essential
YAL014C,SYN8,Non essential
YAL015C,NTG1,Non essential
YAL016C-A,YAL016C-A,Non essential
YAL016C-B,YAL016C-B,Non essential
YAL016W,TPD3,Non essential
YAL017W,PSK1,Non essential
YAL018C,YAL018C,Non essential
YAL019W,FUN30,Non essential
YAL019W-A,YAL019W-A,Non essential
YAL020C,ATS1,Non essential
YAL021C,CCR4,Non essential
YAL022C,FUN26,Non essential
YAL023C,PMT2,Non essential
YAL024C,LTE1,Non essential
YAL026C,DRS2,Non essential
YAL026C-A,YAL026C-A,Non essential
YAL027W,SAW1,Non essential
YAL028W,FRT2,Non essential
YAL029C,MYO4,Non essential
YAL030W,SNC1,Non essential
YAL031C,GIP4,Non essential
YAL031W-A,YAL031W-A,Non essential
YAL034C,FUN19,Non essential
YAL035W,FUN12,Non essential
YAL036C,RBG1,Non essential
YAL037C-A,YAL037C-A,Non essential
YAL037C-B,YAL037C-B,Non essential
YAL037W,YAL037W,Non essential
YAL039C,CYC3,Non essential
YAL040C,CLN3,Non essential
YAL042C-A,YAL042C-A,Non essential
YAL042W,ERV46,Non essential
YAL044C,GCV3,Non essential
YAL044W-A,YAL044W-A,Non essential
YAL045C,YAL045C,Non essential
YAL046C,AIM1,Non essential
YAL047C,SPC72,Non essential
YAL047W-A,YAL047W-A,Non essential
YAL048C,GEM1,Non essential
YAL049C,AIM2,Non essential
YAL051W,OAF1,Non essential
YAL053W,FLC2,Non essential
YAL054C,ACS1,Non essential
YAL055W,PEX22,Non essential
YAL056C-A,YAL056C-A,Non essential
YAL056W,GPB2,Non essential
YAL058W,CNE1,Non essential
YAL059C-A,YAL059C-A,Non essential
YAL059W,ECM1,Non essential
YAL060W,BDH1,Non essential
YAL061W,BDH2,Non essential
YAL062W,GDH3,Non essential
YAL063C,FLO9,Non essential
YAL063C-A,YAL063C-A,Non essential
YAL064C-A,TDA8,Non essential
YAL064W,YAL064W,Non essential
YAL064W-B,YAL064W-B,Non essential
YAL065C,YAL065C,Non essential
YAL066W,YAL066W,Non essential
YAL067C,SEO1,Non essential
YAL067W-A,YAL067W-A,Non essential
YAL068C,PAU8,Non essential
YAL068W-A,YAL068W-A,Non essential
YAL069W,YAL069W,Non essential
YAR002C-A,ERP1,Non essential
YAR002W,NUP60,Non essential
YAR003W,SWD1,Non essential
YAR009C,YAR009C,Non essential
YAR010C,YAR010C,Non essential
YAR014C,BUD14,Non essential
YAR015W,ADE1,Non essential
YAR018C,KIN3,Non essential
YAR019W-A,YAR019W-A,Non essential
YAR020C,PAU7,Non essential
YAR023C,YAR023C,Non essential
YAR027W,UIP3,Non essential
YAR028W,YAR028W,Non essential
YAR029W,YAR029W,Non essential
YAR030C,YAR030C,Non essential
YAR031W,PRM9,Non essential
YAR033W,MST28,Non essential
YAR035C-A,YAR035C-A,Non essential
YAR035W,YAT1,Non essential
YAR042W,SWH1,Non essential
YAR047C,YAR047C,Non essential
YAR050W,FLO1,Non essential
YAR053W,YAR053W,Non essential
YAR060C,YAR060C,Non essential
YAR064W,YAR064W,Non essential
YAR066W,YAR066W,Non essential
YAR068W,YAR068W,Non essential
YAR069C,YAR069C,Non essential
YAR070C,YAR070C,Non essential
YAR071W,PHO11,Non essential
YAR073W,IMD1,Non essential
YAR075W,YAR075W,Non essential
YBL001C,ECM15,Non essential
YBL002W,HTB2,Non essential
YBL003C,HTA2,Non essential
YBL005W,PDR3,Non essential
YBL005W-A,YBL005W-A,Non essential
YBL005W-B,YBL005W-B,Non essential
YBL006C,LDB7,Non essential
YBL006W-A,YBL006W-A,Non essential
YBL007C,SLA1,Non essential
YBL008W,HIR1,Non essential
YBL008W-A,YBL008W-A,Non essential
YBL009W,ALK2,Non essential
YBL010C,YBL010C,Non essential
YBL011W,SCT1,Non essential
YBL012C,YBL012C,Non essential
YBL013W,FMT1,Non essential
YBL015W,ACH1,Non essential
YBL016W,FUS3,Non essential
YBL017C,PEP1,Non essential
YBL019W,APN2,Non essential
YBL021C,HAP3,Non essential
YBL022C,PIM1,Non essential
YBL024W,NCL1,Non essential
YBL025W,RRN10,Non essential
YBL027W,RPL19B,Non essential
YBL028C,YBL028C,Non essential
YBL029C-A,YBL029C-A,Non essential
YBL029W,YBL029W,Non essential
YBL031W,SHE1,Non essential
YBL032W,HEK2,Non essential
YBL033C,RIB1,Non essential
YBL036C,YBL036C,Non essential
YBL037W,APL3,Non essential
YBL038W,MRPL16,Non essential
YBL039C,URA7,Non essential
YBL039C-A,YBL039C-A,Non essential
YBL039W-B,YBL039W-B,Non essential
YBL042C,FUI1,Non essential
YBL043W,ECM13,Non essential
YBL044W,YBL044W,Non essential
YBL045C,COR1,Non essential
YBL046W,PSY4,Non essential
YBL047C,EDE1,Non essential
YBL048W,RRT1,Non essential
YBL049W,MOH1,Non essential
YBL051C,PIN4,Non essential
YBL052C,SAS3,Non essential
YBL053W,YBL053W,Non essential
YBL054W,TOD6,Non essential
YBL055C,YBL055C,Non essential
YBL056W,PTC3,Non essential
YBL057C,PTH2,Non essential
YBL058W,SHP1,Non essential
YBL059C-A,CMC2,Non essential
YBL059W,YBL059W,Non essential
YBL060W,YEL1,Non essential
YBL061C,SKT5,Non essential
YBL062W,YBL062W,Non essential
YBL063W,KIP1,Non essential
YBL064C,PRX1,Non essential
YBL065W,YBL065W,Non essential
YBL066C,SEF1,Non essential
YBL067C,UBP13,Non essential
YBL068W,PRS4,Non essential
YBL068W-A,YBL068W-A,Non essential
YBL069W,AST1,Non essential
YBL070C,YBL070C,Non essential
YBL071C,YBL071C,Non essential
YBL071C-B,YBL071C-B,Non essential
YBL071W-A,KTI11,Non essential
YBL072C,RPS8A,Non essential
YBL075C,SSA3,Non essential
YBL078C,ATG8,Non essential
YBL079W,NUP170,Non essential
YBL080C,PET112,Non essential
YBL081W,YBL081W,Non essential
YBL082C,ALG3,Non essential
YBL083C,YBL083C,Non essential
YBL085W,BOI1,Non essential
YBL086C,YBL086C,Non essential
YBL087C,RPL23A,Non essential
YBL088C,TEL1,Non essential
YBL089W,AVT5,Non essential
YBL090W,MRP21,Non essential
YBL091C,MAP2,Non essential
YBL091C-A,SCS22,Non essential
YBL093C,ROX3,Non essential
YBL094C,YBL094C,Non essential
YBL095W,YBL095W,Non essential
YBL096C,YBL096C,Non essential
YBL098W,BNA4,Non essential
YBL099W,ATP1,Non essential
YBL100C,YBL100C,Non essential
YBL100W-A,YBL100W-A,Non essential
YBL100W-B,YBL100W-B,Non essential
YBL100W-C,YBL100W-C,Non essential
YBL101C,ECM21,Non essential
YBL102W,SFT2,Non essential
YBL104C,SEA4,Non essential
YBL106C,SRO77,Non essential
YBL107C,YBL107C,Non essential
YBL107W-A,YBL107W-A,Non essential
YBL108C-A,PAU9,Non essential
YBL108W,YBL108W,Non essential
YBL109W,YBL109W,Non essential
YBL111C,YBL111C,Non essential
YBL112C,YBL112C,Non essential
YBL113C,YBL113C,Non essential
YBL113W-A,YBL113W-A,Non essential
YBR001C,NTH2,Non essential
YBR002C,RER2,Non essential
YBR003W,COQ1,Non essential
YBR004C,GPI18,Non essential
YBR005W,RCR1,Non essential
YBR006W,UGA2,Non essential
YBR007C,DSF2,Non essential
YBR008C,FLR1,Non essential
YBR009C,HHF1,Non essential
YBR010W,HHT1,Non essential
YBR012C,YBR012C,Non essential
YBR012W-A,YBR012W-A,Non essential
YBR012W-B,YBR012W-B,Non essential
YBR013C,YBR013C,Non essential
YBR014C,GRX7,Non essential
YBR015C,MNN2,Non essential
YBR016W,YBR016W,Non essential
YBR018C,GAL7,Non essential
YBR019C,GAL10,Non essential
YBR020W,GAL1,Non essential
YBR022W,POA1,Non essential
YBR023C,CHS3,Non essential
YBR024W,SCO2,Non essential
YBR025C,OLA1,Non essential
YBR026C,ETR1,Non essential
YBR027C,YBR027C,Non essential
YBR028C,YPK3,Non essential
YBR030W,RKM3,Non essential
YBR031W,RPL4A,Non essential
YBR032W,YBR032W,Non essential
YBR033W,EDS1,Non essential
YBR034C,HMT1,Non essential
YBR035C,PDX3,Non essential
YBR036C,CSG2,Non essential
YBR037C,SCO1,Non essential
YBR040W,FIG1,Non essential
YBR041W,FAT1,Non essential
YBR042C,CST26,Non essential
YBR043C,QDR3,Non essential
YBR044C,TCM62,Non essential
YBR045C,GIP1,Non essential
YBR046C,ZTA1,Non essential
YBR047W,FMP23,Non essential
YBR048W,RPS11B,Non essential
YBR050C,REG2,Non essential
YBR051W,YBR051W,Non essential
YBR052C,RFS1,Non essential
YBR053C,YBR053C,Non essential
YBR054W,YRO2,Non essential
YBR056C-B,YBR056C-B,Non essential
YBR056W,YBR056W,Non essential
YBR056W-A,YBR056W-A,Non essential
YBR057C,MUM2,Non essential
YBR058C,UBP14,Non essential
YBR058C-A,TSC3,Non essential
YBR059C,AKL1,Non essential
YBR062C,YBR062C,Non essential
YBR063C,YBR063C,Non essential
YBR064W,YBR064W,Non essential
YBR065C,ECM2,Non essential
YBR066C,NRG2,Non essential
YBR067C,TIP1,Non essential
YBR068C,BAP2,Non essential
YBR069C,TAT1,Non essential
YBR071W,YBR071W,Non essential
YBR072C-A,YBR072C-A,Non essential
YBR072W,HSP26,Non essential
YBR073W,RDH54,Non essential
YBR074W,YBR074W,Non essential
YBR076C-A,YBR076C-A,Non essential
YBR076W,ECM8,Non essential
YBR077C,SLM4,Non essential
YBR078W,ECM33,Non essential
YBR083W,TEC1,Non essential
YBR084C-A,RPL19A,Non essential
YBR084W,MIS1,Non essential
YBR085C-A,YBR085C-A,Non essential
YBR086C,IST2,Non essential
YBR089C-A,NHP6B,Non essential
YBR090C,YBR090C,Non essential
YBR092C,PHO3,Non essential
YBR093C,PHO5,Non essential
YBR094W,PBY1,Non essential
YBR098W,MMS4,Non essential
YBR099C,YBR099C,Non essential
YBR101C,FES1,Non essential
YBR103C-A,YBR103C-A,Non essential
YBR103W,SIF2,Non essential
YBR104W,YMC2,Non essential
YBR105C,VID24,Non essential
YBR106W,PHO88,Non essential
YBR107C,IML3,Non essential
YBR108W,AIM3,Non essential
YBR109W-A,YBR109W-A,Non essential
YBR111C,YSA1,Non essential
YBR111W-A,SUS1,Non essential
YBR112C,CYC8,Non essential
YBR113W,YBR113W,Non essential
YBR114W,RAD16,Non essential
YBR115C,LYS2,Non essential
YBR116C,YBR116C,Non essential
YBR119W,MUD1,Non essential
YBR120C,CBP6,Non essential
YBR121C-A,YBR121C-A,Non essential
YBR122C,MRPL36,Non essential
YBR125C,PTC4,Non essential
YBR126C,TPS1,Non essential
YBR126W-A,YBR126W-A,Non essential
YBR126W-B,YBR126W-B,Non essential
YBR127C,VMA2,Non essential
YBR128C,ATG14,Non essential
YBR129C,OPY1,Non essential
YBR130C,SHE3,Non essential
YBR131C-A,YBR131C-A,Non essential
YBR131W,CCZ1,Non essential
YBR132C,AGP2,Non essential
YBR133C,HSL7,Non essential
YBR134W,YBR134W,Non essential
YBR137W,YBR137W,Non essential
YBR138C,YBR138C,Non essential
YBR139W,YBR139W,Non essential
YBR141C,YBR141C,Non essential
YBR141W-A,YBR141W-A,Non essential
YBR144C,YBR144C,Non essential
YBR145W,ADH5,Non essential
YBR146W,MRPS9,Non essential
YBR147W,RTC2,Non essential
YBR148W,YSW1,Non essential
YBR149W,ARA1,Non essential
YBR150C,TBS1,Non essential
YBR151W,APD1,Non essential
YBR156C,SLI15,Non essential
YBR157C,ICS2,Non essential
YBR158W,AMN1,Non essential
YBR159W,IFA38,Non essential
YBR161W,CSH1,Non essential
YBR162C,TOS1,Non essential
YBR162W-A,YSY6,Non essential
YBR163W,EXO5,Non essential
YBR164C,ARL1,Non essential
YBR166C,TYR1,Non essential
YBR168W,PEX32,Non essential
YBR169C,SSE2,Non essential
YBR170C,NPL4,Non essential
YBR171W,SEC66,Non essential
YBR172C,SMY2,Non essential
YBR173C,UMP1,Non essential
YBR174C,YBR174C,Non essential
YBR175W,SWD3,Non essential
YBR176W,ECM31,Non essential
YBR177C,EHT1,Non essential
YBR178W,YBR178W,Non essential
YBR179C,FZO1,Non essential
YBR180W,DTR1,Non essential
YBR181C,RPS6B,Non essential
YBR182C,SMP1,Non essential
YBR182C-A,YBR182C-A,Non essential
YBR183W,YPC1,Non essential
YBR184W,YBR184W,Non essential
YBR185C,MBA1,Non essential
YBR186W,PCH2,Non essential
YBR187W,GDT1,Non essential
YBR188C,NTC20,Non essential
YBR191W-A,YBR191W-A,Non essential
YBR194W,AIM4,Non essential
YBR195C,MSI1,Non essential
YBR196C-A,YBR196C-A,Non essential
YBR196C-B,YBR196C-B,Non essential
YBR197C,YBR197C,Non essential
YBR199W,KTR4,Non essential
YBR200W,BEM1,Non essential
YBR200W-A,YBR200W-A,Non essential
YBR201C-A,YBR201C-A,Non essential
YBR201W,DER1,Non essential
YBR203W,COS111,Non essential
YBR204C,LDH1,Non essential
YBR205W,KTR3,Non essential
YBR206W,YBR206W,Non essential
YBR207W,FTH1,Non essential
YBR208C,"DUR1,2",Non essential
YBR209W,YBR209W,Non essential
YBR210W,ERV15,Non essential
YBR212W,NGR1,Non essential
YBR213W,MET8,Non essential
YBR214W,SDS24,Non essential
YBR215W,HPC2,Non essential
YBR216C,YBP1,Non essential
YBR217W,ATG12,Non essential
YBR218C,PYC2,Non essential
YBR219C,YBR219C,Non essential
YBR220C,YBR220C,Non essential
YBR221C,PDB1,Non essential
YBR221W-A,YBR221W-A,Non essential
YBR222C,PCS60,Non essential
YBR223C,TDP1,Non essential
YBR223W-A,YBR223W-A,Non essential
YBR224W,YBR224W,Non essential
YBR225W,YBR225W,Non essential
YBR226C,YBR226C,Non essential
YBR227C,MCX1,Non essential
YBR228W,SLX1,Non essential
YBR229C,ROT2,Non essential
YBR230C,OM14,Non essential
YBR230W-A,YBR230W-A,Non essential
YBR231C,SWC5,Non essential
YBR232C,YBR232C,Non essential
YBR233W,PBP2,Non essential
YBR233W-A,DAD3,Non essential
YBR235W,YBR235W,Non essential
YBR238C,YBR238C,Non essential
YBR239C,ERT1,Non essential
YBR240C,THI2,Non essential
YBR241C,YBR241C,Non essential
YBR242W,YBR242W,Non essential
YBR244W,GPX2,Non essential
YBR245C,ISW1,Non essential
YBR246W,RRT2,Non essential
YBR248C,HIS7,Non essential
YBR249C,ARO4,Non essential
YBR250W,SPO23,Non essential
YBR251W,MRPS5,Non essential
YBR255C-A,YBR255C-A,Non essential
YBR255W,MTC4,Non essential
YBR258C,SHG1,Non essential
YBR259W,YBR259W,Non essential
YBR260C,RGD1,Non essential
YBR261C,TAE1,Non essential
YBR262C,AIM5,Non essential
YBR263W,SHM1,Non essential
YBR264C,YPT10,Non essential
YBR266C,SLM6,Non essential
YBR267W,REI1,Non essential
YBR268W,MRPL37,Non essential
YBR269C,FMP21,Non essential
YBR270C,BIT2,Non essential
YBR271W,YBR271W,Non essential
YBR272C,HSM3,Non essential
YBR273C,UBX7,Non essential
YBR274W,CHK1,Non essential
YBR275C,RIF1,Non essential
YBR276C,PPS1,Non essential
YBR277C,YBR277C,Non essential
YBR278W,DPB3,Non essential
YBR279W,PAF1,Non essential
YBR280C,SAF1,Non essential
YBR281C,DUG2,Non essential
YBR282W,MRPL27,Non essential
YBR283C,SSH1,Non essential
YBR284W,YBR284W,Non essential
YBR285W,YBR285W,Non essential
YBR286W,APE3,Non essential
YBR287W,YBR287W,Non essential
YBR288C,APM3,Non essential
YBR289W,SNF5,Non essential
YBR290W,BSD2,Non essential
YBR291C,CTP1,Non essential
YBR292C,YBR292C,Non essential
YBR293W,VBA2,Non essential
YBR294W,SUL1,Non essential
YBR295W,PCA1,Non essential
YBR296C,PHO89,Non essential
YBR296C-A,YBR296C-A,Non essential
YBR297W,MAL33,Non essential
YBR298C,MAL31,Non essential
YBR298C-A,YBR298C-A,Non essential
YBR299W,MAL32,Non essential
YBR300C,YBR300C,Non essential
YBR301W,PAU24,Non essential
YBR302C,COS2,Non essential
YCL001W,RER1,Non essential
YCL001W-A,YCL001W-A,Non essential
YCL001W-B,YCL001W-B,Non essential
YCL005W,LDB16,Non essential
YCL005W-A,VMA9,Non essential
YCL007C,YCL007C,Non essential
YCL008C,STP22,Non essential
YCL009C,ILV6,Non essential
YCL010C,SGF29,Non essential
YCL011C,GBP2,Non essential
YCL012C,YCL012C,Non essential
YCL014W,BUD3,Non essential
YCL016C,DCC1,Non essential
YCL018W,LEU2,Non essential
YCL019W,YCL019W,Non essential
YCL020W,YCL020W,Non essential
YCL021W-A,YCL021W-A,Non essential
YCL022C,YCL022C,Non essential
YCL023C,YCL023C,Non essential
YCL024W,KCC4,Non essential
YCL025C,AGP1,Non essential
YCL026C-A,FRM2,Non essential
YCL026C-B,HBN1,Non essential
YCL027W,FUS1,Non essential
YCL028W,RNQ1,Non essential
YCL029C,BIK1,Non essential
YCL030C,HIS4,Non essential
YCL032W,STE50,Non essential
YCL033C,MXR2,Non essential
YCL034W,LSB5,Non essential
YCL035C,GRX1,Non essential
YCL036W,GFD2,Non essential
YCL037C,SRO9,Non essential
YCL038C,ATG22,Non essential
YCL039W,GID7,Non essential
YCL040W,GLK1,Non essential
YCL042W,YCL042W,Non essential
YCL044C,MGR1,Non essential
YCL045C,EMC1,Non essential
YCL046W,YCL046W,Non essential
YCL047C,POF1,Non essential
YCL048W,SPS22,Non essential
YCL048W-A,YCL048W-A,Non essential
YCL049C,YCL049C,Non essential
YCL050C,APA1,Non essential
YCL051W,LRE1,Non essential
YCL055W,KAR4,Non essential
YCL056C,PEX34,Non essential
YCL057C-A,MOS1,Non essential
YCL057W,PRD1,Non essential
YCL058C,FYV5,Non essential
YCL058W-A,ADF1,Non essential
YCL061C,MRC1,Non essential
YCL063W,VAC17,Non essential
YCL064C,CHA1,Non essential
YCL065W,YCL065W,Non essential
YCL066W,HMLALPHA1,Non essential
YCL067C,HMLALPHA2,Non essential
YCL068C,YCL068C,Non essential
YCL069W,VBA3,Non essential
YCL073C,GEX1,Non essential
YCL076W,YCL076W,Non essential
YCR001W,YCR001W,Non essential
YCR002C,CDC10,Non essential
YCR003W,MRPL32,Non essential
YCR004C,YCP4,Non essential
YCR005C,CIT2,Non essential
YCR006C,YCR006C,Non essential
YCR007C,YCR007C,Non essential
YCR008W,SAT4,Non essential
YCR009C,RVS161,Non essential
YCR010C,ADY2,Non essential
YCR011C,ADP1,Non essential
YCR014C,POL4,Non essential
YCR015C,YCR015C,Non essential
YCR016W,YCR016W,Non essential
YCR017C,CWH43,Non essential
YCR018C,SRD1,Non essential
YCR018C-A,YCR018C-A,Non essential
YCR019W,MAK32,Non essential
YCR020C,PET18,Non essential
YCR020C-A,MAK31,Non essential
YCR020W-B,HTL1,Non essential
YCR021C,HSP30,Non essential
YCR022C,YCR022C,Non essential
YCR023C,YCR023C,Non essential
YCR024C,SLM5,Non essential
YCR024C-A,PMP1,Non essential
YCR024C-B,YCR024C-B,Non essential
YCR025C,YCR025C,Non essential
YCR026C,NPP1,Non essential
YCR027C,RHB1,Non essential
YCR028C,FEN2,Non essential
YCR028C-A,RIM1,Non essential
YCR030C,SYP1,Non essential
YCR031C,RPS14A,Non essential
YCR032W,BPH1,Non essential
YCR033W,SNT1,Non essential
YCR034W,FEN1,Non essential
YCR036W,RBK1,Non essential
YCR037C,PHO87,Non essential
YCR038C,BUD5,Non essential
YCR038W-A,YCR038W-A,Non essential
YCR039C,MATALPHA2,Non essential
YCR040W,MATALPHA1,Non essential
